,geo,indicator_name,indicator,country,income,region,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
100,lie,population,pop,Liechtenstein,High income,europe,5802,5802,5802,5802,5802,5802,5802,5802,5802,5802,5802,5804,5808,5813,5821,5830,5841,5854,5869,5886,5905,5926,5949,5974,6001,6030,6061,6094,6129,6166,6205,6247,6288,6330,6372,6415,6458,6501,6544,6588,6632,6676,6720,6765,6810,6855,6901,6947,6993,7040,7087,7134,7181,7229,7277,7325,7373,7422,7472,7521,7571,7621,7672,7723,7774,7825,7877,7929,7982,8035,8088,8142,8196,8249,8303,8359,8414,8469,8525,8581,8638,8694,8752,8810,8868,8926,8985,9044,9104,9165,9225,9286,9348,9410,9472,9535,9598,9662,9726,9791,9855,9921,9986,10052,10119,10186,10253,10320,10389,10457,10527,10596,10667,10737,10808,10880,10952,11025,11098,11172,11247,11322,11397,11473,11550,11626,11704,11782,11860,11939,12019,12099,12180,12261,12343,12425,12508,12591,12675,12759,12844,12930,13016,13103,13190,13278,13366,13456,13545,13635,13758,13942,14128,14338,14568,14831,15112,15431,15767,16126,16495,16894,17290,17718,18170,18649,19153,19691,20236,20765,21265,21726,22151,22563,22981,23432,23926,24440,24962,25447,25866,26224,26515,26765,27011,27257,27524,27802,28095,28407,28747,29108,29497,29919,30365,30833,31325,31838,32355,32842,33286,33671,34018,34321,34596,34852,35095,35322,35541,35766,36003,36264,36545,36834,37127,37403,37666,37922,38155,38404,38645
101,ltu,population,pop,Lithuania,High income,europe,778655,778655,778655,778655,778655,778655,778655,778655,778655,778655,778655,778997,779684,780719,782105,783846,785945,788406,791230,794423,797987,801926,806243,810941,816025,821497,827362,833623,840283,847346,854817,862698,870652,878679,886780,894956,903208,911535,919939,928421,936981,945620,954338,963137,972017,980979,990023,999151,1008363,1017660,1027042,1036554,1046155,1055844,1065623,1075492,1085453,1095506,1105652,1115892,1126227,1136658,1147185,1157810,1168533,1179356,1190279,1201302,1212428,1223658,1234991,1246429,1257973,1269267,1281023,1292887,1304861,1316614,1328808,1341115,1353535,1365765,1378414,1391180,1403789,1416790,1429912,1442912,1456276,1469763,1483376,1497114,1510980,1524974,1539097,1553352,1567738,1582258,1596912,1611702,1626629,1641694,1656666,1672010,1687495,1703124,1718898,1734476,1750540,1766753,1783116,1799529,1816196,1833017,1849993,1867127,1884419,1901872,1919380,1937077,1954936,1972960,1991151,2009509,2028036,2046734,2065604,2084649,2103869,2123266,2142842,2162599,2182537,2202660,2222968,2243463,2264148,2285023,2306090,2327352,2348809,2370465,2392320,2414377,2436637,2459102,2481775,2504656,2527749,2551054,2567403,2569611,2578047,2591373,2608522,2628745,2651625,2676999,2704985,2735866,2769866,2806913,2846388,2887074,2927380,2966162,3002790,3037440,3070690,3103511,3136580,3170071,3203628,3236731,3268642,3298873,3327257,3354062,3379798,3405176,3430759,3456142,3481132,3506539,3533478,3562396,3594056,3627328,3658490,3682557,3696034,3697453,3688100,3670647,3649134,3626602,3603745,3579904,3555133,3529178,3501835,3473617,3444754,3414352,3381118,3344252,3303671,3260091,3214627,3168772,3123803,3079881,3037246,2997334,2961846,2931926,2908249,2890297,2876475,2864459,2852478
102,lux,population,pop,Luxembourg,High income,europe,127030,127030,127030,127030,127030,127030,127030,127030,127030,127030,127030,127069,127149,127268,127427,127628,127868,128150,128474,128838,129245,129694,130185,130719,131296,131916,132580,133288,134039,134836,135676,136562,137454,138351,139254,140163,141078,141999,142926,143859,144799,145744,146695,147653,148617,149587,150564,151547,152536,153532,154534,155545,156562,157586,158617,159655,160699,161750,162808,163873,164944,166023,167109,168202,169302,170410,171524,172646,173775,174912,176056,177207,178366,179508,180682,181863,183053,184227,185432,186644,187865,189073,190309,191554,192788,194049,195318,196579,197864,199158,200461,201772,203092,204420,205757,207103,208458,209821,211193,212575,213965,215364,216758,218175,219602,221039,222484,223917,225382,226856,228340,229827,231330,232843,234366,235899,237442,238995,240554,242124,243705,245296,246897,248509,250132,251765,253408,255063,256728,258404,260091,261789,263498,265218,266950,268692,270447,272212,273989,275778,277578,279391,281215,283050,284898,286758,288630,290515,292411,294320,296001,297588,299496,301505,303451,305261,306945,308564,310257,312220,314588,317441,320703,324121,327366,330161,332419,334227,335834,337567,339668,342226,345103,348173,351189,353983,356564,358968,361073,362789,364038,364781,365098,365305,365795,366884,368666,371078,374118,377706,381791,386352,391394,396810,402433,408149,413999,419974,425833,431262,436103,440198,443726,447322,451819,457842,465554,474722,485105,496279,507889,519941,532387,544721,556316,566741,575747,583455,590321,596992,603944
103,mkd,population,pop,"Macedonia, FYR",Upper middle income,europe,391865,391865,391865,391865,391865,391865,391865,391865,391865,391865,391865,392030,392361,392860,393528,394368,395379,396564,397925,399462,401178,403074,405151,407412,409858,412490,415310,418320,421522,424917,428506,432293,436112,439966,443853,447775,451731,455723,459749,463812,467910,472044,476215,480423,484668,488950,493270,497629,502026,506462,510936,515551,520207,524905,529645,534428,539254,544124,549038,553996,558999,564047,569141,574281,579467,584700,589980,595307,600683,606108,611581,617104,622676,628137,633809,639533,645308,650984,656862,662793,668778,674678,680770,686918,692995,699253,705567,711828,718255,724741,731285,737888,744550,751273,758057,764902,771808,778777,785809,792904,800063,807287,814471,821825,829245,836732,844287,851756,859447,867207,875036,882891,890863,898906,907022,915211,923474,931812,939985,948291,956670,965122,973650,982253,990932,999688,1008521,1017432,1026422,1035491,1044640,1053871,1063182,1072576,1082053,1091614,1101259,1110990,1120806,1130710,1140700,1150779,1160947,1171205,1181554,1191994,1202526,1213151,1223870,1234684,1254445,1290408,1320981,1347463,1370978,1392449,1412613,1432019,1451015,1469843,1488667,1507654,1527111,1547450,1569141,1592432,1617794,1644943,1672399,1698143,1720800,1739521,1754956,1768992,1784398,1803010,1825552,1851069,1877688,1902719,1924197,1941530,1955243,1965895,1974415,1981534,1987538,1992274,1995513,1996870,1996228,1993302,1988659,1984028,1981703,1983252,1989443,1999599,2012057,2024394,2034819,2042842,2048928,2053426,2057047,2060272,2063145,2065458,2067378,2069093,2070739,2072383,2074036,2075739,2077495,2079308,2081206,2083160,2085051,2086720,2088035
104,mdg,population,pop,Madagascar,Low income,africa,1543133,1549842,1556580,1563347,1570144,1576970,1583826,1590712,1597628,1604574,1612106,1619315,1626756,1634432,1642346,1650499,1658895,1667535,1676423,1685560,1694950,1704594,1714496,1724658,1735082,1745772,1756729,1767957,1779459,1791236,1803292,1815630,1828052,1840559,1853151,1865830,1878595,1891448,1904389,1917418,1930536,1943744,1957043,1970432,1983913,1997487,2011153,2024912,2038766,2052715,2066759,2080753,2094841,2109025,2123306,2137682,2152156,2166729,2181399,2196169,2211039,2226010,2241082,2256256,2271533,2286914,2302398,2317987,2333682,2349483,2365391,2381407,2397531,2413391,2429731,2446183,2462745,2479074,2495860,2512759,2529772,2546585,2563828,2581187,2598382,2615975,2633687,2651272,2669224,2687296,2705491,2723810,2742252,2760819,2779512,2798331,2817278,2836353,2855557,2874891,2894356,2913953,2933455,2953317,2973313,2993444,3013712,3033788,3054329,3075008,3095828,3116693,3137795,3159039,3180428,3201962,3223641,3245467,3267748,3290105,3312615,3335279,3358098,3381073,3404205,3427496,3450946,3474556,3498328,3522262,3546360,3570623,3595052,3619649,3644413,3669347,3694451,3719728,3745177,3770800,3796599,3822574,3848727,3875059,3901570,3928264,3955140,3982199,4009444,4036876,4083554,4168386,4256770,4348720,4444288,4543542,4646576,4753523,4864524,4979753,5099373,5223568,5352503,5486319,5625164,5769218,5918595,6073526,6234465,6401921,6576305,6757850,6946620,7142627,7345780,7556026,7773449,7998164,8230218,8469672,8716553,8971345,9234129,9504281,9780872,10063495,10352120,10647754,10952395,11268658,11598633,11942819,12301336,12675460,13066543,13475400,13902688,14347854,14808791,15282521,15766806,16260932,16765117,17279141,17802997,18336724,18880268,19433523,19996469,20569121,21151640,21743949,22346573,22961146,23589801,24234088,24894551,25570895,26262810,26969642,27690798
105,mwi,population,pop,Malawi,Low income,africa,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737000,737467,737935,738402,738870,739337,739805,740272,740740,741207,741675,742142,742610,743077,743545,744012,744480,744947,745415,745882,746350,746817,747285,747752,748220,748687,749155,749622,750090,750557,751025,751492,751960,752427,752895,753362,753830,754297,754765,755232,755700,756167,756635,757102,757570,758037,758505,760894,765262,771667,780171,790834,797989,813646,832103,853443,877750,901162,926828,953225,979129,1005712,1030159,1053131,1076615,1100623,1125165,1150254,1174949,1200417,1226438,1250110,1271341,1290033,1309000,1328245,1360899,1407734,1469561,1534104,1601481,1657228,1700576,1730717,1761392,1792611,1824383,1856719,1889627,1923119,1957205,1991894,2027198,2063129,2099695,2174433,2290659,2451937,2624569,2809357,2953871,3008067,3065034,3124734,3187173,3252332,3320220,3390797,3464047,3539970,3618595,3700023,3784439,3872118,3963417,4058673,4158124,4262005,4370650,4484439,4603723,4728703,4859610,4996940,5141202,5292808,5454705,5627533,5806845,5986332,6163080,6327569,6484452,6661358,6895928,7211105,7625305,8120093,8636935,9094671,9437553,9641153,9729717,9755857,9796976,9909088,10109789,10381862,10704744,11044356,11376172,11695863,12013711,12336687,12676038,13039711,13429262,13840969,14271234,14714602,15167095,15627618,16097305,16577147,17068838,17573607,18091575,18622104,19164728,19718743,20283691
106,mys,population,pop,Malaysia,Upper middle income,asia,287000,287000,287000,287000,287000,287000,287000,287000,287000,287000,287000,287282,287853,288717,289882,291353,293137,295240,297669,300430,303530,306977,310778,314939,319468,324374,329663,335343,341424,347912,354816,362146,369626,377262,385055,393009,401127,409413,417871,426503,435313,444309,453494,462873,472449,482227,492212,502406,512815,523444,534296,545332,556599,568102,579847,591838,604080,616580,629341,642371,655673,669787,684744,700580,717333,735042,753749,773497,794328,816289,839427,863793,889437,910952,939272,969094,1000481,1028892,1063942,1100851,1139040,1174904,1215662,1257834,1297938,1342970,1389570,1434430,1484211,1535727,1589038,1644206,1701296,1760375,1821513,1884780,1948283,2011940,2075756,2139914,2204407,2269407,2335345,2400157,2465005,2529939,2596633,2661413,2733037,2805644,2875652,2946511,3009598,3068032,3128114,3189844,3253552,3318575,3385625,3454571,3525505,3600086,3677650,3758859,3842058,3927909,4015748,4105908,4198056,4292525,4389314,4484777,4578914,4671725,4766525,4864640,4966070,5071146,5178542,5289584,5404603,5495757,5560725,5598513,5636632,5675082,5714196,5785461,5889874,5997239,6109915,6271486,6450083,6640041,6837358,7039719,7246538,7458898,7679270,7911036,8157106,8418460,8692815,8974084,9253963,9526563,9789982,10046172,10297801,10549226,10803978,11062338,11324251,11592698,11871233,12162369,12468893,12790546,13123069,13460201,13798125,14133840,14470633,14818617,15191625,15598942,16045047,16525108,17027588,17535971,18038321,18529454,19012724,19494967,19986894,20495597,21023321,21565325,22113464,22656286,23185608,23698907,24198811,24688703,25174109,25659393,26143566,26625845,27111069,27605383,28112289,28635128,29170456,29706724,30228017,30723155,31187265,31624264,32042458,32454455,32869323
107,mdv,population,pop,Maldives,Upper middle income,asia,42378,42378,42378,42378,42378,42378,42378,42378,42378,42378,42378,42390,42413,42449,42497,42556,42628,42712,42808,42917,43038,43171,43317,43476,43648,43832,44029,44239,44462,44698,44948,45210,45474,45740,46007,46276,46546,46818,47092,47367,47643,47922,48202,48483,48766,49051,49338,49626,49916,50207,50501,50742,50985,51228,51473,51719,51966,52214,52463,52714,52965,53218,53471,53726,53982,54240,54498,54757,55018,55280,55543,55807,56073,56333,56601,56870,57140,57406,57678,57952,58227,58499,58776,59055,59330,59612,59894,60174,60459,60745,61033,61322,61612,61904,62196,62491,62786,63083,63381,63680,63981,64283,64583,64888,65194,65501,65810,66115,66427,66740,66937,67174,67102,66838,66575,66312,66051,65791,65630,65446,65262,65403,65873,66675,67486,68307,69138,69980,70831,71693,72565,73212,73628,73811,73995,74179,74363,74548,74734,74920,75106,75293,75480,75668,75856,76045,75959,75599,74967,74340,73714,74223,75194,76486,78016,79714,81520,83435,85451,87590,89887,92350,94938,97584,100214,102766,105190,107538,109959,112651,115768,119378,123441,127791,132195,136519,140665,144736,148892,153386,158385,163935,169960,176356,182953,189637,196357,203124,209885,216595,223215,229754,236190,242459,248433,254082,259327,264275,269206,274484,280384,287027,294341,302209,310423,318836,327371,336070,345054,354501,364511,375131,386203,397397,408247,418403,427756,436330,444259,451738,458909
108,mli,population,pop,Mali,Low income,africa,1403398,1403398,1403398,1403398,1403398,1403398,1403398,1403398,1403398,1403398,1403398,1404015,1405256,1407125,1409628,1412772,1416563,1421005,1426106,1431872,1438308,1445421,1453216,1461702,1470882,1480765,1491357,1502663,1514691,1527448,1540940,1555174,1569539,1584037,1598669,1613436,1628339,1643380,1658560,1673881,1689342,1704947,1720696,1736590,1752631,1768820,1785159,1801649,1818291,1835086,1852037,1869545,1887218,1905058,1923067,1941246,1959597,1978121,1996820,2015696,2034750,2053984,2073400,2092999,2112783,2132755,2152915,2173265,2193808,2214545,2235478,2256608,2277939,2298823,2320552,2342486,2364627,2386373,2408929,2431698,2454683,2477326,2500741,2524377,2547735,2571815,2596123,2620218,2644983,2669982,2695217,2720691,2746406,2772363,2798565,2825015,2851715,2878667,2905874,2933337,2961060,2989045,3016870,3045382,3074163,3103217,3132544,3161525,3191404,3221565,3252010,3282559,3313580,3344895,3376506,3408415,3440626,3473140,3504975,3537351,3570026,3603002,3636284,3669872,3703771,3737983,3772511,3807358,3842527,3878021,3913842,3949995,3986481,4023305,4060468,4097975,4135828,4174031,4212587,4251499,4290771,4330405,4370405,4410775,4451517,4492636,4534135,4576017,4618286,4660946,4708429,4759036,4811199,4864755,4919547,4975398,5032123,5089509,5147348,5205449,5263733,5322266,5381368,5441613,5503752,5568484,5635859,5706199,5780835,5861412,5949045,6044530,6147458,6256187,6368348,6482278,6596773,6712401,6831295,6956579,7090126,7234303,7387656,7543743,7693667,7831889,7955164,8067758,8180728,8309531,8465188,8652514,8868263,9105472,9353385,9604450,9856810,10114094,10380835,10663723,10967690,11293258,11638929,12005128,12391906,12798763,13227064,13675606,14138216,14606597,15075085,15540989,16006670,16477818,16962846,17467905,17994837,18541980,19107706,19689140,20284180
109,mlt,population,pop,Malta,High income,europe,134072,134072,134072,134072,134072,134072,134072,134072,134072,134072,134072,134114,134197,134323,134491,134702,134955,135253,135593,135978,136406,136879,137397,137959,138567,139221,139920,140666,141458,142297,143183,144116,145055,146001,146953,147910,148874,149845,150822,151805,152794,153790,154793,155802,156817,157839,158868,159904,160946,161995,163051,164117,165189,166269,167356,168450,169551,170659,171774,172897,174027,175165,176310,177462,178622,179790,180965,182148,183338,184536,185743,186957,188179,189382,190620,191866,193120,194358,195628,196907,198194,199467,200770,202083,203383,204713,206051,207380,208736,210100,211473,212855,214247,215647,217057,218475,219903,221341,222787,224244,225709,227185,228653,230148,231652,233166,234690,236201,237745,239299,240863,242431,244015,245610,247216,248831,250458,252095,253737,255390,257055,258731,260417,262115,263823,265543,267274,269016,270769,272534,274311,276099,277898,279710,281533,283368,285215,287074,288945,290829,292724,294632,296553,298486,300432,302390,304361,306345,308342,310351,312003,312283,312801,313229,313370,313124,312557,311816,311202,311006,311534,312914,315032,317447,319588,321019,321606,321508,320979,320414,320086,320078,320317,320854,321683,322821,324279,326079,328201,330611,333274,336193,339342,342628,345948,349196,352336,355387,358378,361381,364431,367528,370642,373784,377006,380305,383710,387184,390605,393805,396668,399155,401303,403211,405007,406787,408563,410324,412128,414045,416110,418367,420789,423246,425570,427616,429362,430835,432089,433245,434363
110,mhl,population,pop,Marshall Islands,Upper middle income,asia,5828,5828,5828,5828,5828,5828,5828,5828,5828,5828,5828,5830,5833,5838,5845,5854,5864,5877,5891,5907,5924,5944,5965,5988,6013,6040,6069,6100,6132,6167,6203,6242,6280,6319,6358,6398,6437,6477,6517,6558,6598,6639,6680,6722,6763,6805,6847,6889,6932,6975,7018,7061,7105,7148,7192,7236,7281,7325,7370,7416,7461,7507,7553,7599,7646,7693,7740,7788,7836,7884,7932,7981,8030,8078,8128,8177,8228,8277,8328,8379,8431,8481,8533,8586,8638,8691,8744,8797,8851,8905,8960,9015,9070,9126,9182,9239,9295,9352,9410,9467,9526,9584,9642,9701,9761,9821,9881,9941,10002,10063,10125,10187,10250,10312,10376,10439,10504,10568,10634,10699,10766,10832,10899,10967,11035,11103,11172,11241,11311,11381,11451,11522,11593,11665,11737,11810,11883,11957,12031,12105,12180,12255,12331,12408,12484,12562,12639,12718,12796,12876,13001,13222,13438,13624,13784,13894,13993,14083,14208,14390,14662,15051,15547,16114,16710,17284,17842,18388,18961,19622,20395,21313,22341,23439,24531,25576,26552,27470,28405,29418,30576,31893,33330,34892,36561,38333,40204,42153,44063,45814,47298,48475,49378,50048,50575,51015,51401,51692,51925,52079,52159,52183,52158,52116,52074,52055,52078,52137,52218,52320,52425,52542,52663,52793,52898,52994,53066,53127,53167,53211,53251
