,country,indicator_name,geo,indicator,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
162,Nicaragua,Child mortality (under age five),nic,u5mr,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.39,509.38,509.34,509.26,509.12,508.93,508.65,508.29,507.85,507.33,506.73,506.06,505.3,504.46,503.55,502.55,501.49,500.37,499.22,498.03,496.84,495.64,494.45,493.25,494.97,496.67,498.44,500.18,501.92,493.31,484.89,476.54,466.98,458.9,451.02,441.86,434.21,426.62,417.92,410.59,403.36,395.02,388.01,381.1,373.1,366.4,359.76,352.13,344.57,336.08,328.79,320.54,312.46,300.23,288.479,277.187,266.338,255.913,245.897,236.272,227.024,218.138,208.5,206.1,204.0,202.1,199.8,197.7,196.0,194.0,192.0,189.8,187.5,184.9,182.3,179.2,175.7,171.9,167.7,162.9,157.7,151.8,145.3,138.3,131.0,123.6,116.4,109.6,103.2,97.4,92.1,87.4,83.2,79.6,76.3,73.2,70.4,67.5,64.7,61.8,58.9,56.0,53.2,50.4,47.7,51.0,42.7,40.4,38.3,36.4,34.6,32.9,31.4,29.8,28.4,27.0,25.7,24.6,23.6,22.7,21.8,21.0,20.3,19.7,18.828,18.114,17.41,16.725
163,Niger,Child mortality (under age five),ner,u5mr,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.12,433.08,433.01,432.9,432.73,432.49,432.19,431.82,431.38,430.87,430.29,429.65,428.94,428.16,427.31,426.41,425.46,424.48,423.47,422.45,421.44,420.42,419.41,418.39,417.37,416.36,415.34,414.32,413.31,412.29,411.27,410.26,409.24,408.23,407.21,406.19,405.18,404.16,403.14,402.13,401.11,400.09,399.08,398.06,397.05,396.03,395.01,394.0,392.98,391.96,390.95,389.93,379.5,369.28,359.25,348.32,338.72,337.83,336.93,334.53,332.76,329.51,325.84,321.76,320.812,319.866,318.923,317.983,317.045,316.111,315.179,314.25,313.324,313.2,317.3,321.5,325.6,330.0,333.9,336.9,338.0,337.2,334.7,330.2,325.5,321.5,319.0,318.6,320.6,324.5,329.1,333.6,336.8,337.9,336.7,333.6,328.9,322.3,313.8,303.3,291.4,278.4,265.6,254.3,244.5,235.3,226.5,217.0,206.5,195.2,183.7,172.3,161.3,150.8,140.8,131.6,123.3,115.8,109.2,104.0,99.2,95.0,91.3,89.948,87.583,85.213,82.8
164,Nigeria,Child mortality (under age five),nga,u5mr,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.45,438.41,438.34,438.23,438.06,437.82,437.51,437.13,436.69,436.17,435.59,434.94,434.22,433.43,432.57,431.66,430.7,429.7,428.68,427.65,426.63,425.6,424.57,423.54,422.51,421.48,420.45,419.42,418.39,417.37,416.34,415.31,414.28,413.25,412.22,411.19,410.16,409.14,408.11,407.08,406.05,405.02,401.57,398.15,394.759,391.397,388.063,384.758,381.481,378.232,375.011,371.817,368.65,365.51,362.397,359.31,356.25,353.1,348.86,347.028,345.206,343.393,341.59,339.796,338.011,336.236,334.471,332.714,330.967,329.229,327.9,320.9,314.0,307.4,300.4,293.3,285.7,277.8,269.7,261.3,252.9,244.8,237.1,230.0,223.8,218.6,214.5,211.5,209.6,208.9,209.1,209.9,211.0,211.9,212.6,212.9,212.9,212.5,211.9,211.2,210.1,208.3,205.7,202.1,197.7,192.8,187.4,181.7,175.9,169.9,164.0,157.9,151.9,146.0,140.3,134.8,129.6,124.6,120.0,115.6,111.6,108.0,104.3,101.067,97.901,94.954,92.206
165,Niue,Child mortality (under age five),niu,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,11.2,11.8,12.4,13.1,13.8,14.5,15.3,16.2,17.0,18.0,18.9,19.9,20.9,22.1,23.2,24.4,25.7,26.7,27.4,27.7,27.8,27.6,27.2,26.7,26.1,25.4,24.7,24.2,23.5,22.8,22.2,,,,
166,Norfolk Island,Child mortality (under age five),nfk,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Northern Cyprus,Child mortality (under age five),cyp_nor,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Northern Mariana Islands,Child mortality (under age five),mnp,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Norway,Child mortality (under age five),nor,u5mr,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,335.73,332.37,329.04,325.72,322.4,319.13,315.87,312.61,309.38,306.18,302.98,299.8,289.705,279.95,270.523,261.414,252.611,244.105,235.885,227.942,220.267,212.85,214.72,214.72,256.73,222.2,177.18,192.21,182.81,180.93,182.81,205.03,226.22,220.63,182.11,168.37,168.85,182.78,166.88,152.64,161.83,170.74,166.21,155.78,173.3,172.76,228.46,246.26,216.92,187.23,179.91,170.04,188.68,202.74,178.8,162.26,173.17,176.67,181.06,195.31,191.08,199.6,183.25,167.89,147.41,152.11,167.78,206.24,177.19,171.26,159.47,158.66,158.27,168.18,187.78,177.88,161.83,166.14,147.67,171.32,148.34,143.83,138.49,135.76,154.59,133.51,131.63,110.46,118.17,108.13,117.1,101.32,96.66,109.77,103.09,93.55,94.74,95.62,89.77,96.46,90.28,96.89,91.12,101.23,92.79,86.88,71.76,74.31,68.08,65.18,64.87,61.74,64.27,63.77,69.04,59.35,58.97,59.17,58.0,51.02,54.86,54.17,53.88,48.79,47.98,49.4,55.43,53.43,53.71,54.38,49.52,47.73,41.99,36.44,34.38,32.8,30.9,29.1,27.7,26.6,25.8,25.2,24.6,23.9,23.2,22.6,22.0,21.5,21.0,20.4,19.7,19.0,18.2,17.5,16.9,16.2,15.6,15.0,14.3,13.6,12.9,12.2,11.5,10.9,10.4,10.1,9.9,9.9,10.0,10.1,10.2,10.2,10.1,9.8,9.3,8.7,7.9,7.2,6.6,6.1,5.7,5.4,5.2,5.1,5.0,4.9,4.7,4.5,4.4,4.2,4.0,3.9,3.7,3.5,3.4,3.2,3.1,3.0,2.9,2.8,2.7,2.6,2.388,2.261,2.155,2.071
170,Oman,Child mortality (under age five),omn,u5mr,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.6,413.57,413.5,413.4,413.23,413.01,412.72,412.499,412.279,412.058,411.838,411.618,411.398,411.178,410.958,410.738,410.519,410.299,410.08,409.86,409.641,409.422,409.203,408.985,408.766,408.547,408.329,408.111,407.892,407.674,407.456,407.238,407.021,406.803,406.585,406.368,406.151,405.934,405.717,405.5,405.283,405.066,404.85,404.633,404.417,404.201,403.984,403.768,403.553,403.337,403.121,402.906,402.69,402.475,402.26,402.045,401.83,401.615,401.4,401.185,400.971,400.756,400.542,400.328,400.114,399.9,380.5,362.6,338.7,323.8,309.6,295.8,282.3,268.8,255.3,242.0,229.1,216.5,204.1,192.2,180.3,168.5,156.7,145.0,133.5,122.5,111.8,101.4,91.5,82.2,73.6,65.8,58.9,53.0,47.8,43.3,39.2,35.5,32.2,29.3,26.7,24.4,22.5,20.8,19.2,17.9,16.6,15.6,14.7,13.9,13.3,12.8,12.5,12.2,12.0,11.8,11.7,11.5,11.4,11.2,11.0,10.9,10.7,10.074,9.676,9.314,8.99
171,Pakistan,Child mortality (under age five),pak,u5mr,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.85,501.84,501.8,501.72,501.59,501.4,501.12,500.77,500.34,499.83,499.24,498.57,497.82,497.0,496.1,495.12,494.07,492.97,491.83,490.67,489.49,488.31,487.13,485.96,502.36,517.71,535.09,551.42,569.96,556.89,544.15,533.23,521.04,510.63,498.9,487.48,477.71,466.69,456.134,448.441,440.851,433.386,426.013,418.755,411.591,404.521,397.545,390.673,390.756,390.839,390.922,391.005,391.087,391.17,391.253,391.335,391.418,391.5,375.2,359.5,344.5,330.2,316.8,304.3,292.3,280.9,270.2,260.2,250.8,241.8,233.4,225.8,218.8,212.5,206.9,201.9,197.4,193.1,189.3,185.7,182.4,179.4,176.6,173.9,171.3,168.9,166.6,164.3,161.9,159.5,157.0,154.5,151.8,149.2,146.5,143.9,141.3,138.8,136.2,133.6,131.1,128.6,126.0,123.4,120.7,118.0,115.4,112.8,110.3,108.0,105.7,103.6,101.6,99.6,97.7,95.8,93.9,92.1,90.1,88.0,85.7,83.3,81.0,78.8,78.198,76.799,75.38,73.939
172,Palau,Child mortality (under age five),plw,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6,40.7,39.7,38.9,37.9,37.0,36.1,35.2,34.2,33.3,32.3,31.3,30.4,29.5,28.6,27.6,26.8,25.9,25.1,24.3,23.6,22.8,22.0,21.4,20.7,20.0,19.3,18.7,18.1,17.6,17.0,16.4,15.9,,,,
173,Panama,Child mortality (under age five),pan,u5mr,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.95,405.92,405.86,405.75,405.59,405.37,405.09,404.74,404.32,403.85,403.31,402.7,402.04,401.31,400.51,399.67,398.78,397.86,396.91,395.96,395.01,394.06,390.66,387.3,383.96,380.62,377.3,374.01,370.76,367.53,364.3,361.09,357.91,354.76,351.62,348.5,345.39,336.674,329.164,320.713,313.467,305.28,298.258,290.354,283.534,275.873,269.295,248.297,228.937,211.086,194.626,179.451,165.458,152.557,140.661,129.693,119.58,118.2,114.6,111.2,107.9,104.8,101.7,98.9,96.1,93.3,90.6,87.9,85.3,82.7,80.3,78.1,76.0,73.8,71.6,69.2,66.4,63.5,60.5,57.5,54.8,52.4,50.3,48.6,47.0,45.6,44.2,42.7,41.1,39.6,38.1,36.6,35.3,34.0,32.9,31.9,31.0,30.2,29.5,29.0,28.5,28.1,27.8,27.4,27.0,26.5,26.0,25.4,24.7,24.1,23.4,22.8,22.2,21.6,20.9,20.3,19.7,19.1,18.5,17.9,17.4,16.9,16.4,16.211,15.851,15.481,15.101
174,Papua New Guinea,Child mortality (under age five),png,u5mr,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.94,423.9,423.84,423.73,423.56,423.33,423.03,422.67,422.23,421.74,421.17,420.54,419.85,419.08,418.26,417.37,416.44,415.48,414.5,413.5,412.51,411.51,410.52,409.52,408.53,407.53,406.54,405.54,404.55,403.55,402.56,401.56,400.57,399.57,398.58,397.58,396.59,392.531,388.478,384.45,380.428,376.431,372.439,368.473,364.513,360.577,356.648,352.743,348.845,344.971,341.103,337.26,318.283,300.351,283.406,267.396,252.269,249.768,244.845,240.076,235.463,231.0,224.3,217.7,211.2,204.9,198.7,192.7,186.7,180.9,175.2,169.7,164.1,158.9,153.7,148.7,143.9,139.3,134.9,130.7,126.7,122.8,119.2,115.9,112.8,110.0,107.3,104.7,102.3,100.0,97.9,96.0,94.3,92.6,91.0,89.5,88.0,86.6,85.3,84.0,82.9,81.8,80.8,79.9,78.9,78.1,77.2,76.5,75.7,74.9,74.1,73.1,71.9,70.4,68.8,67.0,65.2,63.3,61.5,59.5,57.9,56.2,54.3,54.234,53.261,52.314,51.398
175,Paraguay,Child mortality (under age five),pry,u5mr,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,373.99,373.96,373.91,373.81,373.66,373.46,373.19,372.87,372.49,372.05,371.56,371.0,370.39,369.71,368.98,368.2,367.38,366.53,365.67,364.79,363.91,363.03,362.16,361.28,360.4,359.52,358.64,357.77,356.89,356.01,355.13,354.26,353.38,352.5,351.62,350.75,349.87,348.99,348.11,330.78,314.05,297.81,282.11,265.91,251.18,236.86,223.0,209.53,193.266,178.265,164.428,151.665,139.893,129.035,119.019,109.781,101.26,93.4,92.6,91.9,91.1,90.3,87.1,86.1,85.1,84.2,83.2,82.4,81.7,81.1,80.6,80.2,79.8,79.4,78.9,78.3,77.8,77.1,76.2,75.3,74.1,72.9,71.5,70.1,68.6,66.9,65.2,63.4,61.4,59.5,57.5,55.6,53.7,51.9,50.1,48.3,46.6,45.0,43.4,41.9,40.5,39.2,38.0,36.8,35.8,34.7,33.6,32.6,31.5,30.5,29.5,28.5,27.5,26.7,25.8,25.0,24.1,23.3,22.6,21.9,21.2,20.6,19.9,20.258,20.058,19.824,19.554
176,Peru,Child mortality (under age five),per,u5mr,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.61,371.6,371.57,371.51,371.41,371.27,371.07,370.8,370.48,370.11,369.67,369.18,368.62,368.01,367.34,366.62,365.84,365.03,364.19,363.32,362.45,361.58,360.71,359.84,358.96,358.09,357.22,356.35,355.48,354.6,353.73,352.86,351.99,351.12,350.24,349.37,348.5,347.63,346.722,345.804,344.896,343.989,343.082,342.175,341.258,340.351,339.444,338.538,330.101,320.747,319.465,318.188,316.916,315.649,314.388,313.131,311.879,310.632,308.567,304.3,291.1,278.8,267.4,257.0,247.9,240.1,233.2,226.7,220.4,213.6,206.5,199.4,192.5,185.9,179.8,174.3,169.2,164.4,159.6,154.9,150.0,145.4,141.0,137.2,133.8,130.9,128.3,125.6,122.5,118.9,114.7,110.0,104.9,99.5,94.2,89.4,84.8,80.4,76.1,71.7,67.2,62.7,58.1,53.7,49.4,45.4,41.8,38.5,35.6,33.0,30.8,28.7,27.0,25.4,23.9,22.6,21.4,20.3,19.2,18.2,17.4,16.6,16.0,15.3,14.889,14.333,13.791,13.27
177,Philippines,Child mortality (under age five),phl,u5mr,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.79,431.78,431.75,431.68,431.57,431.4,431.16,430.86,430.49,756.29,429.54,428.97,428.33,427.62,426.84,426.0,425.09,424.15,423.17,422.17,421.15,420.14,419.13,418.11,417.1,487.96,415.07,414.06,413.05,412.04,411.02,410.01,409.0,407.98,406.97,405.96,404.94,403.93,386.362,368.28,351.966,335.127,319.923,305.242,290.057,276.371,262.238,247.732,235.095,223.084,211.67,200.824,190.517,180.724,171.419,162.579,154.181,146.204,144.467,141.038,137.7,132.2,126.8,121.8,117.0,112.4,108.1,104.5,101.1,98.4,96.0,93.9,91.8,90.0,88.2,86.6,85.2,84.2,83.4,83.0,82.8,82.7,82.7,82.6,82.3,81.8,81.1,80.4,79.5,78.4,77.3,75.8,73.9,71.5,68.6,65.1,61.6,58.1,54.9,52.0,49.5,47.4,45.6,44.0,42.7,41.6,40.6,39.7,38.9,38.2,37.4,36.6,35.8,35.0,34.2,33.4,32.6,31.9,31.1,30.4,29.6,28.8,28.0,27.1,26.609,25.964,25.354,24.777
178,Pitcairn,Child mortality (under age five),pcn,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Poland,Child mortality (under age five),pol,u5mr,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,365.67,362.15,358.63,355.13,351.67,348.22,344.77,341.38,337.98,334.57,331.17,327.76,324.31,320.84,317.36,313.83,310.26,306.71,303.12,299.49,295.86,292.21,288.53,283.83,280.17,276.49,279.132,281.8,284.493,287.212,289.957,292.728,295.526,298.35,301.201,304.08,271.62,265.924,260.348,254.888,249.543,244.31,233.32,240.65,229.61,227.77,231.47,201.61,225.92,199.73,225.92,216.59,224.05,217.908,211.935,206.125,200.475,194.979,189.634,184.436,179.38,174.462,169.68,162.22,164.08,177.18,140.16,127.65,118.9,115.43,98.52,91.187,84.1,72.7,64.6,59.5,55.8,52.5,49.2,45.8,42.7,40.3,38.7,37.7,36.3,34.5,32.4,30.5,28.9,27.7,27.0,26.3,25.5,24.7,23.9,23.3,22.7,22.0,21.2,20.3,19.6,18.9,18.3,17.9,17.4,16.9,16.4,16.0,15.5,14.6,13.3,11.9,10.8,9.9,9.3,8.8,8.4,8.1,7.8,7.5,7.3,7.0,6.7,6.3,6.0,5.7,5.4,5.2,5.0,4.9,4.7,4.677,4.584,4.497,4.415
